# Step NumNew Radius InverseSuccessRatio JumpsPerParticle SecPerParticle TotalRunTime
14410 10 2.16746 1 18.6 8.27e-05 0.630153
14420 10 2.16746 1.1 18.8 6.22e-05 0.630775
14430 10 2.16746 1 16.1 6.84e-05 0.631459
14440 10 2.16746 1.1 20.5 5.04e-05 0.631963
14450 10 2.16746 1.1 18.4 7.68e-05 0.632731
14460 10 2.16746 1.1 18.3 6.25e-05 0.633356
14470 10 2.16746 1.1 19.9 8.92e-05 0.634248
14480 10 2.16746 1.2 24.2 0.0001072 0.63532
14490 10 2.17931 1 14 8.2e-05 0.63614
14500 10 2.17931 1.2 20.2 9.01e-05 0.637041
14510 10 2.17931 1.1 19.3 0.0001098 0.638139
14520 10 2.17963 1.2 19.3 8.55e-05 0.638994
14530 10 2.17963 1 19.3 4.51e-05 0.639445
14540 10 2.17963 1.1 16.5 6.15e-05 0.64006
14550 10 2.17963 1 19.6 3.81e-05 0.640441
14560 10 2.17963 1.1 20.1 8.96e-05 0.641337
14570 10 2.17963 1.2 17.2 8.86e-05 0.642223
14580 10 2.17963 1.1 18.2 7.34e-05 0.642957
14590 10 2.17963 1.2 20.8 8.91e-05 0.643848
14600 10 2.17963 1.1 17.1 6.43e-05 0.644491
14610 10 2.17963 1 14.7 4.16e-05 0.644907
14620 10 2.17963 1.1 12.9 8.3e-05 0.645737
14630 10 2.17963 1 15.5 7.69e-05 0.646506
14640 10 2.17963 1.2 19.7 8.99e-05 0.647405
14650 10 2.17963 1.1 21.2 7.82e-05 0.648187
14660 10 2.17963 1.1 17.4 7.98e-05 0.648985
14670 10 2.1869 1 21.2 6.95e-05 0.64968
14680 10 2.19498 1.1 18.1 9.29e-05 0.650609
14690 10 2.19527 1 11.6 3.63e-05 0.650972
14700 10 2.20203 1.1 12.7 6.3e-05 0.651602
14710 10 2.20203 1.1 14.2 0.000116 0.652762
14720 10 2.20203 1.1 14.7 6.92e-05 0.653454
14730 10 2.20242 1.4 19 0.0001002 0.654456
14740 10 2.20242 1.2 20.9 8.02e-05 0.655258
14750 10 2.20799 1 15 4.65e-05 0.655723
14760 10 2.21582 1.2 19.2 9.34e-05 0.656657
14770 10 2.21582 1.2 15.4 9.41e-05 0.657598
14780 10 2.21582 1 15 3.86e-05 0.657984
14790 10 2.21582 1 14.2 3.02e-05 0.658286
14800 10 2.21582 1 14.4 4.21e-05 0.658707
14810 10 2.21582 1 18.4 8.23e-05 0.65953
14820 10 2.21731 1.2 18.1 6.94e-05 0.660224
14830 10 2.22452 1 18.6 5.09e-05 0.660733
14840 10 2.22452 1.1 16.2 8.7e-05 0.661603
14850 10 2.22452 1.1 22.4 8.31e-05 0.662434
14860 10 2.22452 1 19.3 5.85e-05 0.663019
14870 10 2.22452 1 14.3 4.29e-05 0.663448
14880 10 2.22994 1 28.4 7.19e-05 0.664167
14890 10 2.22994 1.2 24 0.0001063 0.66523
14900 10 2.22994 1.2 14.9 9.25e-05 0.666155
14910 10 2.23118 1 13.5 4.25e-05 0.66658
14920 10 2.23118 1.2 18.1 0.0001035 0.667615
14930 10 2.23463 1.1 16.6 7.56e-05 0.668371
14940 10 2.24049 1.3 15.4 8.12e-05 0.669183
14950 10 2.24049 1.1 20.8 6.12e-05 0.669795
14960 10 2.24049 1.3 16.3 0.0001324 0.671119
14970 10 2.24049 1.1 16.6 0.0001 0.672119
14980 10 2.24049 1 11.3 3.67e-05 0.672486
14990 10 2.24049 1 20 8.58e-05 0.673344
15000 10 2.24049 1.5 25.5 0.0001419 0.674763
15010 10 2.24049 1.2 19.3 7.04e-05 0.675467
15020 10 2.24049 1.1 22.6 9.15e-05 0.676382
15030 10 2.24049 1 16.6 4.33e-05 0.676815
15040 10 2.24883 1.2 26.3 0.0001223 0.678038
15050 10 2.24883 1 11.5 5.16e-05 0.678554
15060 10 2.24883 1 22.8 6.53e-05 0.679207
15070 10 2.24883 1 14.4 4.47e-05 0.679654
15080 10 2.24883 1.2 17.6 9.3e-05 0.680584
15090 10 2.24883 1.4 18.7 0.0001605 0.682189
15100 10 2.25368 1 13.1 4e-05 0.682589
15110 10 2.25368 1.1 14.9 0.000123 0.683819
15120 10 2.25368 1 14.8 4.12e-05 0.684231
15130 10 2.25368 1 12.2 3.78e-05 0.684609
15140 10 2.25368 1 15.4 4.47e-05 0.685056
15150 10 2.26066 1.2 23.6 9.69e-05 0.686025
15160 10 2.26066 1.2 15.8 9.01e-05 0.686926
15170 10 2.26066 1.1 19.9 0.0001047 0.687973
15180 10 2.26066 1.2 18.8 0.0001093 0.689066
15190 10 2.26066 1.1 19.4 9.48e-05 0.690014
15200 10 2.26066 1.2 20.3 0.000101 0.691024
15210 10 2.26658 1 14.3 0.0001365 0.692389
15220 10 2.26658 1.1 15.4 8.47e-05 0.693236
15230 10 2.26658 1.2 23.3 0.0001256 0.694492
15240 10 2.26658 1.1 14 9.97e-05 0.695489
15250 10 2.26658 1.1 15.7 8.32e-05 0.696321
15260 10 2.26658 1.2 26.4 0.0001091 0.697412
15270 10 2.27555 1.1 29.3 0.0001045 0.698457
15280 10 2.27555 1 18.2 8.55e-05 0.699312
15290 10 2.27555 1.1 16.9 7.41e-05 0.700053
15300 10 2.27555 1 17.5 5.89e-05 0.700642
15310 10 2.27559 1 12.4 4.66e-05 0.701108
15320 10 2.27559 1.2 16.9 0.0002721 0.703829
15330 10 2.2816 1.2 19.3 0.0001251 0.70508
15340 10 2.2816 1.1 20.4 8.05e-05 0.705885
15350 10 2.2816 1.1 12.8 9.35e-05 0.70682
15360 10 2.2816 1 22.8 6.71e-05 0.707491
15370 10 2.28372 1.1 20.6 9.7e-05 0.708461
15380 10 2.29311 1 10.7 5.7e-05 0.709031
15390 10 2.29311 1.1 18.6 8.42e-05 0.709873
15400 10 2.29311 1.1 16.5 6.79e-05 0.710552
15410 10 2.29311 1.4 25.9 0.0001378 0.71193
15420 10 2.29311 1 19.7 5.11e-05 0.712441
15430 10 2.29311 1 24.2 8.27e-05 0.713268
15440 10 2.29933 1 18.7 6.28e-05 0.713896
15450 10 2.29933 1.2 16.8 0.0001127 0.715023
15460 10 2.29933 1.1 15.7 8.43e-05 0.715866
15470 10 2.29933 1.1 21.7 7.23e-05 0.716589
15480 10 2.29933 1 18.8 3.66e-05 0.716955
15490 10 2.29933 1 21.8 4.68e-05 0.717423
15500 10 2.29933 1 13.5 4.05e-05 0.717828
15510 10 2.29933 1 10.6 4.76e-05 0.718304
15520 10 2.30783 1.1 19.7 6.61e-05 0.718965
15530 10 2.30783 1.1 12 7.39e-05 0.719704
15540 10 2.30783 1.1 16.4 8.36e-05 0.72054
15550 10 2.30783 1.1 12.9 7.79e-05 0.721319
15560 10 2.30783 1 19.7 5.04e-05 0.721823
15570 10 2.30783 1 19.5 0.0001117 0.72294
15580 10 2.31678 1.1 17.3 8.68e-05 0.723808
15590 10 2.31678 1 20.7 7.26e-05 0.724534
15600 10 2.31678 1.1 18.4 6.55e-05 0.725189
15610 10 2.31678 1 16.6 8.02e-05 0.725991
15620 10 2.31678 1.2 22.8 8.89e-05 0.72688
15630 10 2.31678 1 15.2 5.57e-05 0.727437
15640 10 2.31678 1.2 21.6 0.0001157 0.728594
15650 10 2.31678 1 14.3 5.21e-05 0.729115
15660 10 2.31678 1.1 19.2 7.57e-05 0.729872
15670 10 2.31678 1.1 25.6 0.0001004 0.730876
15680 10 2.31678 1 17 7.41e-05 0.731617
15690 10 2.31678 1.1 19 7.23e-05 0.73234
15700 10 2.31678 1 16.2 5.09e-05 0.732849
15710 10 2.31678 1.1 19.1 8.84e-05 0.733733
15720 10 2.31678 1.1 12.9 5.02e-05 0.734235
15730 10 2.31678 1.2 26.8 0.0001326 0.735561
15740 10 2.31678 1.2 19.8 0.0001077 0.736638
15750 10 2.3256 1.4 22.9 0.0001347 0.737985
15760 10 2.3256 1.2 20.7 0.0001062 0.739047
15770 10 2.3256 1.1 19 6.43e-05 0.73969
15780 10 2.3256 1.1 16 8.55e-05 0.740545
15790 10 2.3256 1.1 21.2 7.82e-05 0.741327
15800 10 2.3256 1.1 14.5 8.5e-05 0.742177
15810 10 2.3256 1.1 17.5 7.15e-05 0.742892
15820 10 2.33328 1.1 11.8 0.0001008 0.7439
15830 10 2.33328 1.1 15.7 7.8e-05 0.74468
15840 10 2.33328 1.2 17.9 0.0001017 0.745697
15850 10 2.33328 1.3 18.6 0.0001926 0.747623
15860 10 2.33328 1.1 24.7 0.0001 0.748623
15870 10 2.33328 1.1 12.3 0.0001372 0.749995
15880 10 2.33328 1.2 14 0.000165 0.751645
15890 10 2.34122 1 14.8 3.94e-05 0.752039
15900 10 2.34122 1 20.9 5.34e-05 0.752573
15910 10 2.34122 1 16.4 4.17e-05 0.75299
15920 10 2.34122 1.1 14.4 9.62e-05 0.753952
15930 10 2.34982 1.2 16.1 6.57e-05 0.754609
15940 10 2.34982 1.1 22.5 9.85e-05 0.755594
15950 10 2.34982 1.1 18.7 5.62e-05 0.756156
15960 10 2.34982 1.1 18.1 7.4e-05 0.756896
15970 10 2.34982 1 16.9 9.47e-05 0.757843
15980 10 2.34982 1.1 25.7 0.0001475 0.759318
15990 10 2.34982 1.2 18.7 0.000127 0.760588
16000 10 2.34982 1 19.4 0.0001005 0.761593
16010 10 2.34982 1.2 30.2 0.0001147 0.76274
16020 10 2.34982 1.3 24.6 0.0001042 0.763782
16030 10 2.34982 1.3 20.4 0.0001215 0.764997
16040 10 2.34982 1.1 16.8 9.7e-05 0.765967
16050 10 2.34982 1 21 0.0001072 0.767039
16060 10 2.34982 1 22.3 8.6e-05 0.767899
16070 10 2.34982 1.1 16 8.51e-05 0.76875
16080 10 2.34982 1 19.4 7.22e-05 0.769472
16090 10 2.34982 1.1 20.1 9.29e-05 0.770401
16100 10 2.34982 1.2 19.9 9.97e-05 0.771398
16110 10 2.34982 1.3 23.4 0.000153 0.772928
16120 10 2.34982 1.2 20.5 9.03e-05 0.773831
16130 10 2.34982 1.1 18.3 8e-05 0.774631
16140 10 2.3539 1.2 21.4 0.0001143 0.775774
16150 10 2.3539 1 17.9 4.94e-05 0.776268
16160 10 2.3539 1 14.6 5.32e-05 0.7768
16170 10 2.36159 1.2 17.2 9.52e-05 0.777752
16180 10 2.36159 1.2 19.7 0.0001182 0.778934
16190 10 2.36159 1.1 18 8.88e-05 0.779822
16200 10 2.36159 1 27.6 7.15e-05 0.780537
16210 10 2.3703 1.1 22.2 9.11e-05 0.781448
16220 10 2.3703 1.1 22.6 0.0001144 0.782592
16230 10 2.3703 1.2 13.8 0.0001184 0.783776
16240 10 2.3703 1 17.1 5.99e-05 0.784375
16250 10 2.3703 1 13.7 8.54e-05 0.785229
16260 10 2.3703 1.1 26.1 0.0001131 0.78636
16270 10 2.3703 1.1 24.1 0.0001309 0.787669
16280 10 2.3703 1.2 21.1 6.04e-05 0.788273
16290 10 2.3703 1 16.6 7.29e-05 0.789002
16300 10 2.3703 1 16.8 6.16e-05 0.789618
16310 10 2.3703 1 16.3 5.34e-05 0.790152
16320 10 2.37726 1.1 16.3 9.4e-05 0.791092
16330 10 2.37726 1 22.7 8.32e-05 0.791924
16340 10 2.37726 1.1 15.1 7.56e-05 0.79268
16350 10 2.37726 1.3 17.8 0.0001399 0.794079
16360 10 2.37726 1.1 18.6 0.0001232 0.795311
16370 10 2.37726 1.1 16.2 0.0001058 0.796369
16380 10 2.37726 1.2 19.9 0.0001023 0.797392
16390 10 2.37726 1 14.6 4.93e-05 0.797885
16400 10 2.37965 1 19.3 8.9e-05 0.798775
16410 10 2.37965 1.3 31 0.0001522 0.800297
16420 10 2.37965 1.1 20 8.84e-05 0.801181
16430 10 2.37965 1 13.4 5.15e-05 0.801696
16440 10 2.37965 1 16.6 5.09e-05 0.802205
16450 10 2.37965 1 21.8 5.86e-05 0.802791
16460 10 2.3846 1.1 22.9 0.00011 0.803891
16470 10 2.3846 1.4 20.8 0.0001495 0.805386
16480 10 2.3846 1 15 5.56e-05 0.805942
16490 10 2.3846 1.1 13.9 0.0001362 0.807304
16500 10 2.38994 1.1 28.8 0.0001749 0.809053
16510 10 2.39249 1 15.1 7.65e-05 0.809818
16520 10 2.39475 1.1 22.5 0.0001072 0.81089
16530 10 2.39475 1.2 21 0.0001509 0.812399
16540 10 2.39475 1.2 19.7 0.0001031 0.81343
16550 10 2.39475 1 27.1 9.52e-05 0.814382
16560 10 2.39475 1 21.6 9.44e-05 0.815326
16570 10 2.39475 1.3 22.7 0.0001618 0.816944
16580 10 2.39475 1 14.6 5.75e-05 0.817519
16590 10 2.39475 1.4 19.9 0.0001409 0.818928
16600 10 2.39475 1.2 17.2 8.63e-05 0.819791
16610 10 2.39475 1.3 23.8 0.0001379 0.82117
16620 10 2.39475 1 22 7.49e-05 0.821919
16630 10 2.39475 1 12.4 6.84e-05 0.822603
16640 10 2.4015 1.1 19.7 0.0001001 0.823604
16650 10 2.4015 1.1 23.9 8.34e-05 0.824438
16660 10 2.4015 1 17 9.99e-05 0.825437
16670 10 2.4015 1.1 20.8 6.75e-05 0.826112
16680 10 2.4015 1.1 25.4 0.0001043 0.827155
16690 10 2.4015 1.2 18.2 0.0001182 0.828337
16700 10 2.4015 1 20.8 9.32e-05 0.829269
16710 10 2.4015 1 14.9 5.13e-05 0.829782
16720 10 2.4015 1.1 18.8 8.49e-05 0.830631
16730 10 2.4015 1.1 18 6.76e-05 0.831307
16740 10 2.4015 1.1 17.5 0.0001027 0.832334
16750 10 2.4015 1.1 20.1 6.31e-05 0.832965
16760 10 2.4015 1 12.3 5.57e-05 0.833522
16770 10 2.4015 1 19.8 0.0002658 0.83618
16780 10 2.4015 1.1 16.1 0.0001212 0.837392
16790 10 2.4015 1.2 20.8 0.0001505 0.838897
16800 10 2.4015 1 19.2 5.07e-05 0.839404
16810 10 2.4015 1.2 20.1 0.0001277 0.840681
16820 10 2.4015 1 22.5 6.03e-05 0.841284
16830 10 2.40955 1 17 4.51e-05 0.841735
16840 10 2.40955 1 20.8 6.57e-05 0.842392
16850 10 2.41173 1 13.1 4e-05 0.842792
16860 10 2.41173 1.2 20.1 0.0001296 0.844088
16870 10 2.41173 1 16.9 8.88e-05 0.844976
16880 10 2.41173 1.2 16.7 0.0001082 0.846058
16890 10 2.41173 1.2 19.8 0.000166 0.847718
16900 10 2.41173 1.1 14.6 0.000104 0.848758
16910 10 2.41173 1.1 13.3 9.24e-05 0.849682
16920 10 2.41173 1.3 19.7 0.000126 0.850942
16930 10 2.41173 1.2 21.1 0.0001151 0.852093
16940 10 2.41973 1 13.9 5.98e-05 0.852691
16950 10 2.41973 1.1 20.8 0.0001091 0.853782
16960 10 2.41973 1 11.1 8.46e-05 0.854628
16970 10 2.41973 1.1 20.6 0.0001226 0.855854
16980 10 2.41973 1.1 18.8 6.29e-05 0.856483
16990 10 2.41973 1 19.7 6.8e-05 0.857163
17000 10 2.42882 1.4 24.9 0.000157 0.858733
17010 10 2.42882 1.2 21 0.0001334 0.860067
17020 10 2.42882 1.1 18.6 7.65e-05 0.860832
17030 10 2.42882 1 14.3 6.74e-05 0.861506
17040 10 2.42882 1 10.7 3.83e-05 0.861889
17050 10 2.42882 1.2 22.1 0.0001016 0.862905
17060 10 2.42882 1.1 20.6 9.77e-05 0.863882
17070 10 2.42882 1 12.8 6.12e-05 0.864494
17080 10 2.42882 1.2 20 0.0001025 0.865519
17090 10 2.42882 1.1 19.9 0.0001028 0.866547
17100 10 2.42882 1.3 16.8 0.0001286 0.867833
17110 10 2.42882 1 13.6 5.32e-05 0.868365
17120 10 2.42882 1 13.3 6.44e-05 0.869009
17130 10 2.42882 1 18.8 6.83e-05 0.869692
17140 10 2.42882 1 13.5 9.3e-05 0.870622
17150 10 2.43738 1.2 20.1 7.77e-05 0.871399
17160 10 2.43738 1.1 21.5 9.94e-05 0.872393
17170 10 2.43738 1.1 15.1 8.61e-05 0.873254
17180 10 2.43738 1.1 14.6 0.0001167 0.874421
17190 10 2.43738 1 24.3 6.49e-05 0.87507
17200 10 2.43738 1.2 19.1 0.0001008 0.876078
17210 10 2.43738 1 20.2 6.48e-05 0.876726
17220 10 2.43738 1.1 20.6 8.73e-05 0.877599
17230 10 2.43738 1.1 19.6 0.0001349 0.878948
17240 10 2.43738 1.2 13 0.000102 0.879968
17250 10 2.43738 1.1 19.9 0.0001418 0.881386
17260 10 2.43738 1.1 18.1 0.0001067 0.882453
17270 10 2.43738 1.3 16 0.000164 0.884093
17280 10 2.43738 1.1 20.2 0.0001404 0.885497
17290 10 2.43738 1.1 16.2 8.82e-05 0.886379
17300 10 2.43738 1.1 20.3 0.0001479 0.887858
17310 10 2.44432 1.2 18.7 0.0001475 0.889333
17320 10 2.44432 1.2 19.3 0.0001779 0.891112
17330 10 2.44623 1.2 19.4 0.0001736 0.892848
17340 10 2.44623 1.1 19.2 0.0001413 0.894261
17350 10 2.44986 1.3 18.7 0.000135 0.895611
17360 10 2.44986 1 18.6 7.53e-05 0.896364
17370 10 2.44986 1 14.3 6.52e-05 0.897016
17380 10 2.45095 1.1 21.7 8.57e-05 0.897873
17390 10 2.45095 1 17.7 6.15e-05 0.898488
17400 10 2.45095 1 10.1 5.69e-05 0.899057
17410 10 2.45095 1.1 13.6 7.92e-05 0.899849
17420 10 2.45095 1.2 16.4 8.8e-05 0.900729
17430 10 2.45095 1.1 15.6 0.0001097 0.901826
17440 10 2.45095 1.5 20.9 0.0001418 0.903244
17450 10 2.45647 1.1 19.2 6.85e-05 0.903929
17460 10 2.45647 1.1 19.5 0.0001034 0.904963
17470 10 2.45647 1 13 4.82e-05 0.905445
17480 10 2.45647 1.1 19.9 0.0003187 0.908632
17490 10 2.46569 1.1 23 0.000145 0.910082
17500 10 2.46569 1 17.4 0.0001552 0.911634
17510 10 2.46569 1.1 17.7 8.52e-05 0.912486
17520 10 2.46569 1 21 9.65e-05 0.913451
17530 10 2.46569 1.1 17.9 0.0002008 0.915459
17540 10 2.47167 1 17.3 7.28e-05 0.916187
17550 10 2.47167 1 16.2 0.0001115 0.917302
17560 10 2.476 1.3 19.5 0.0001398 0.9187
17570 10 2.476 1.1 17.4 9.53e-05 0.919653
17580 10 2.476 1 16.3 5.85e-05 0.920238
17590 10 2.476 1 20 0.0001045 0.921283
17600 10 2.476 1.3 20.6 0.0001371 0.922654
17610 10 2.47978 1.2 14.9 0.0001223 0.923877
17620 10 2.47978 1 18.8 5.14e-05 0.924391
17630 10 2.47978 1.1 23.5 7.9e-05 0.925181
17640 10 2.47978 1.2 15.8 0.000107 0.926251
17650 10 2.47978 1.1 22 0.0001225 0.927476
17660 10 2.47978 1 15.1 5.28e-05 0.928004
17670 10 2.47978 1 21.5 5.68e-05 0.928572
17680 10 2.47978 1.1 24.4 7.29e-05 0.929301
17690 10 2.47978 1.2 17.9 0.0001376 0.930677
17700 10 2.47978 1 14.9 9.07e-05 0.931584
17710 10 2.47978 1.2 18.4 0.000123 0.932814
17720 10 2.47978 1 19.9 7.87e-05 0.933601
17730 10 2.47978 1 17.4 5.06e-05 0.934107
17740 10 2.47978 1 17 8e-05 0.934907
17750 10 2.47978 1.3 17.1 0.0001251 0.936158
17760 10 2.47978 1 22.2 9.91e-05 0.937149
17770 10 2.48379 1 21.5 5.69e-05 0.937718
17780 10 2.48379 1.2 20.5 8.43e-05 0.938561
17790 10 2.48379 1.1 23.7 0.0001085 0.939646
17800 10 2.49287 1 17.2 5.79e-05 0.940225
17810 10 2.50148 1.1 21.4 0.0001013 0.941238
17820 10 2.5077 1.1 19.6 0.0001162 0.9424
17830 10 2.5077 1 20.1 4.76e-05 0.942876
17840 10 2.5077 1 13.5 7.98e-05 0.943674
17850 10 2.5077 1.3 19 0.0001762 0.945436
17860 10 2.5077 1.2 17.4 0.0001903 0.947339
17870 10 2.5077 1.1 18.9 0.0001399 0.948738
17880 10 2.5097 1.1 15.8 0.0001341 0.950079
17890 10 2.5097 1.1 16.4 0.0001225 0.951304
17900 10 2.5097 1.2 14.5 0.0001465 0.952769
17910 10 2.5097 1 14.4 7.55e-05 0.953524
17920 10 2.5097 1.1 17.1 9.56e-05 0.95448
17930 10 2.5097 1.1 17.5 9.35e-05 0.955415
17940 10 2.5097 1.1 20.2 0.0001251 0.956666
17950 10 2.5157 1.2 19.7 6.13e-05 0.957279
17960 10 2.5157 1 20.3 6.42e-05 0.957921
17970 10 2.5157 1.1 15.4 0.0001422 0.959343
17980 10 2.5157 1 18.5 6.71e-05 0.960014
17990 10 2.5157 1 14.7 7.35e-05 0.960749
18000 10 2.5157 1.1 19.4 0.0001333 0.962082
18010 10 2.5221 1.1 14.9 0.0001277 0.963359
18020 10 2.5221 1.1 15.9 7.28e-05 0.964087
18030 10 2.5221 1.1 20.2 0.0001044 0.965131
18040 10 2.5221 1 18 7.64e-05 0.965895
18050 10 2.5221 1.1 13 0.0001154 0.967049
18060 10 2.5221 1.1 19 0.0001006 0.968055
18070 10 2.5221 1.2 20.9 0.000149 0.969545
18080 10 2.5221 1.1 15.2 0.0001233 0.970778
18090 10 2.5221 1 17.2 6.14e-05 0.971392
18100 10 2.5221 1.1 19.6 0.0001012 0.972404
18110 10 2.5221 1 14.1 6.68e-05 0.973072
18120 10 2.53039 1.2 20.9 0.0001231 0.974303
18130 10 2.53039 1.1 19.6 8.65e-05 0.975168
18140 10 2.53039 1 21.1 8.06e-05 0.975974
18150 10 2.53039 1 14.4 9.83e-05 0.976957
18160 10 2.53039 1 20.7 8.75e-05 0.977832
18170 10 2.53726 1 15.3 0.0002115 0.979947
18180 10 2.53726 1 17.5 0.0001252 0.981199
18190 10 2.53726 1 18.4 8.48e-05 0.982047
18200 10 2.53726 1 10 4.52e-05 0.982499
18210 10 2.53726 1 24.7 6.06e-05 0.983105
18220 10 2.53726 1.2 19.3 0.0001269 0.984374
18230 10 2.53726 1.1 15.4 0.000115 0.985524
18240 10 2.53726 1 13.3 7.2e-05 0.986244
18250 10 2.54518 1.2 20 0.0001926 0.98817
18260 10 2.54518 1 12.4 4.49e-05 0.988619
18270 10 2.54518 1.3 21 0.0002033 0.990652
18280 10 2.54518 1 17.2 7.81e-05 0.991433
18290 10 2.54518 1 14.2 5.4e-05 0.991973
18300 10 2.54518 1.2 22.1 0.0001028 0.993001
18310 10 2.54518 1.2 19 0.0001327 0.994328
18320 10 2.54518 1.3 18.7 0.0001649 0.995977
18330 10 2.54518 1 20 6.11e-05 0.996588
18340 10 2.54518 1.1 20.2 6.71e-05 0.997259
18350 10 2.54518 1.2 26.1 0.0001327 0.998586
18360 10 2.54518 1.1 17.7 0.0001089 0.999675
18370 10 2.54518 1 16.7 6.92e-05 1.00037
18380 10 2.54518 1.1 14.6 0.0001561 1.00193
18390 10 2.54518 1 21.2 7.98e-05 1.00273
18400 10 2.5511 1 15.1 6.08e-05 1.00333
18410 10 2.5511 1.4 21.3 0.0001214 1.00455
18420 10 2.5511 1 12.4 5.88e-05 1.00514
18430 10 2.5511 1.1 22.8 0.0001019 1.00616
18440 10 2.5511 1.1 22.4 8.57e-05 1.00701
18450 10 2.5511 1 16.9 4.45e-05 1.00746
18460 10 2.5511 1.1 21.3 0.0001244 1.0087
18470 10 2.5511 1.1 23.1 7.72e-05 1.00947
18480 10 2.5511 1.1 16.1 0.000103 1.0105
18490 10 2.5511 1 17.2 6.85e-05 1.01119
18500 10 2.5511 1.2 22.4 0.0001394 1.01258
18510 10 2.5511 1.2 23.9 0.0001087 1.01367
18520 10 2.5511 1.2 20.9 0.0001579 1.01525
18530 10 2.5511 1.1 24.6 0.0001087 1.01634
18540 10 2.5511 1 16.2 7.04e-05 1.01704
18550 10 2.5511 1 20.5 7.11e-05 1.01775
18560 10 2.5511 1.2 21.6 0.0001495 1.01925
18570 10 2.5511 1.4 29.6 0.0001053 1.0203
18580 10 2.5511 1.2 14.1 9.63e-05 1.02126
18590 10 2.5511 1.1 18.4 0.0001234 1.0225
18600 10 2.5511 1.1 18.2 0.0001043 1.02354
18610 10 2.5511 1.4 13.4 0.0001617 1.02516
18620 10 2.5511 1 16.9 7.8e-05 1.02594
18630 10 2.5511 1.1 20.9 0.0001221 1.02716
18640 10 2.5511 1.1 11.1 5.69e-05 1.02773
18650 10 2.5511 1.1 20.4 5.82e-05 1.02831
18660 10 2.5511 1 15.7 5.3e-05 1.02884
18670 10 2.5511 1.3 19.8 0.000144 1.03028
18680 10 2.5511 1.2 18 0.0001724 1.032
18690 10 2.5511 1.1 16.6 0.0001107 1.03311
18700 10 2.5511 1 29.1 5.86e-05 1.03369
18710 10 2.5511 1.1 18.4 7.02e-05 1.0344
18720 10 2.5511 1.1 14.3 0.0001096 1.03549
18730 10 2.5511 1 13.4 4.09e-05 1.0359
18740 10 2.5511 1.4 22.6 0.0001595 1.0375
18750 10 2.55331 1.1 12.1 0.0001029 1.03853
18760 10 2.55331 1.3 25.5 0.000151 1.04004
18770 10 2.55331 1.1 12.8 5.77e-05 1.04061
18780 10 2.55331 1.3 18.3 0.0001133 1.04175
18790 10 2.55331 1.1 19.5 0.0001238 1.04298
18800 10 2.55331 1.1 21.9 0.0001379 1.04436
18810 10 2.55331 1.1 24.5 0.0001438 1.0458
18820 10 2.55331 1.1 18.9 0.00011 1.0469
18830 10 2.55331 1 19.3 7.74e-05 1.04767
18840 10 2.55331 1.3 21.1 0.0001356 1.04903
18850 10 2.55331 1.1 17.4 0.0003383 1.05241
18860 10 2.55331 1.1 15.6 0.0001608 1.05402
18870 10 2.55331 1.2 15.9 0.0001294 1.05532
18880 10 2.55331 1.2 20.5 0.000156 1.05688
18890 10 2.55331 1.1 25.5 8.28e-05 1.0577
18900 10 2.55331 1.1 25.1 9.06e-05 1.05861
18910 10 2.55331 1 16.2 5.2e-05 1.05913
18920 10 2.55331 1 16.4 5.77e-05 1.05971
18930 10 2.55331 1.2 13.1 0.0001209 1.06092
18940 10 2.55331 1 12 5.36e-05 1.06145
18950 10 2.55331 1.2 23.7 0.0001234 1.06269
18960 10 2.55722 1.2 17.5 0.0001096 1.06378
18970 10 2.55722 1 16.2 5.23e-05 1.0643
18980 10 2.55722 1 12.3 5.68e-05 1.06487
18990 10 2.55722 1 24.7 6.22e-05 1.06549
19000 10 2.55722 1.3 23.6 0.0001263 1.06676
19010 10 2.55722 1.1 19.5 0.0001083 1.06784
19020 10 2.55722 1.1 24.7 7.94e-05 1.06863
19030 10 2.55722 1.2 20.2 0.0001197 1.06983
19040 10 2.55722 1.1 15.1 9.85e-05 1.07082
19050 10 2.56101 1.2 22.3 0.0001214 1.07203
19060 10 2.56101 1 14.8 7.31e-05 1.07276
19070 10 2.56101 1.2 20.1 0.0001518 1.07428
19080 10 2.56101 1.3 24 0.0001663 1.07594
19090 10 2.56101 1.2 16.8 0.0001169 1.07711
19100 10 2.56101 1 12.9 6.44e-05 1.07776
19110 10 2.56101 1 18.2 7.28e-05 1.07848
19120 10 2.56101 1 11.8 4.81e-05 1.07896
19130 10 2.56101 1.3 23.7 0.0001876 1.08084
19140 10 2.56101 1 20.6 6.24e-05 1.08146
19150 10 2.56611 1.1 20.1 0.0002416 1.08388
19160 10 2.56611 1 14.8 4.52e-05 1.08433
19170 10 2.57285 1 18.6 6.17e-05 1.08495
19180 10 2.57285 1.1 15.6 0.0001044 1.08599
19190 10 2.57285 1.4 22 0.0001661 1.08765
19200 10 2.57285 1.1 22.9 7.37e-05 1.08839
19210 10 2.57285 1 16.3 5.98e-05 1.08899
19220 10 2.57285 1.4 20.6 0.0001747 1.09074
19230 10 2.58223 1.3 13.7 0.0001445 1.09218
19240 10 2.58223 1.2 19.7 0.000159 1.09377
19250 10 2.58223 1.1 20.1 0.0001734 1.09551
19260 10 2.58223 1.1 20.6 9.82e-05 1.09649
19270 10 2.58223 1.2 24.1 0.0002271 1.09876
